Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Price ($),Engine_Cylinder,Engine_Horsepower,City MPG,Highway MPG,Popularity,Market_Category,Gas_Types,Engine,Transmission,Color,Dealer_No,Body Style,Phone,Dealer_Region
C_CND_022438,12/6/2023,Joyce,Male,840000,Pitre Buick-Pontiac-Gmc of Scottsdale,Infiniti,I30,49000,6,297,17,24,190,"Crossover,Luxury",premium unleaded (recommended),DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,Hardtop,7890140,Pasco
C_CND_022439,12/6/2023,Orion,Male,845000,Rabun Used Car Sales,Porsche,Boxter,24000,4,300,21,28,1715,"Luxury,High-Performance",premium unleaded (required),Overhead Camshaft,Manual,Red,85257-3102,SUV,8455646,Scottsdale
C_CND_022440,12/6/2023,Kira,Male,13500,Race Car Help,Audi,A4,12000,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Hardtop,6165894,Greenville
C_CND_022441,12/6/2023,Otto,Male,850000,Ryder Truck Rental and Leasing,Honda,CR-V,31001,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,SUV,6405390,Middletown
C_CND_022442,12/6/2023,Owen,Male,13500,Saab-Belle Dodge,Audi,A6,13001,6,172,16,22,3105,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,SUV,8560567,Aurora
C_CND_022443,12/6/2023,Parker,Male,620000,Scrivener Performance Engineering,Chrysler,LHS,17001,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Hatchback,6722249,Greenville
C_CND_022444,12/6/2023,Patrick,Male,1001000,Star Enterprises Inc,Oldsmobile,Cutlass,15101,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,Sedan,8545171,Pasco
C_CND_022445,12/6/2023,Paul,Male,875000,Suburban Ford,Chevrolet,Metro,31001,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Passenger,7495024,Janesville
C_CND_022446,12/6/2023,Peter,Male,520000,Tri-State Mack Inc,Acura,RL,34000,6,225,17,27,204,Luxury,premium unleaded (required),Overhead Camshaft,Manual,Red,85257-3102,SUV,6326642,Scottsdale
C_CND_022447,12/6/2023,Lara,Female,425000,Scrivener Performance Engineering,Mitsubishi,Montero Sport,39000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,38701-8047,Hardtop,6235226,Austin
C_CND_022448,12/6/2023,Pinchas,Male,830000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,17000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Black,06457-3834,Hatchback,7989650,Middletown
C_CND_022449,12/6/2023,Preston,Male,13500,C & M Motors Inc,Lincoln,Town car,18000,8,302,12,17,61,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Hatchback,7845083,Aurora
C_CND_022450,12/6/2023,Quinn,Male,13500,Capitol KIA,Mitsubishi,Galant,36000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Passenger,7162204,Greenville
C_CND_022451,12/6/2023,Rafael,Male,510000,Chrysler of Tri-Cities,Mitsubishi,Montero,16000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,SUV,8734769,Pasco
C_CND_022452,12/6/2023,Albert,Female,1295000,Iceberg Rentals,Dodge,Caravan,24500,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Red,53546-9427,Hardtop,8145584,Janesville
C_CND_022453,12/6/2023,Pierre,Male,880000,Iceberg Rentals,Oldsmobile,Cutlass,41000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Sedan,6891268,Janesville
C_CND_022454,12/6/2023,Maxime,Male,840000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,31000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Hatchback,8220983,Scottsdale
C_CND_022455,12/6/2023,Leontine,Female,13500,Motor Vehicle Branch Office,Chevrolet,Camaro,24000,6,190,15,21,1385,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,78758-7841,Sedan,8406005,Austin
C_CND_022456,12/6/2023,Lucas,Male,1321188,Nebo Chevrolet,Hyundai,Accent,18110,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Black,06457-3834,Hatchback,6593331,Middletown
C_CND_022457,12/6/2023,Armani,Male,1400000,Progressive Shippers Cooperative Association No,Pontiac,Firebird,43000,6,140,17,27,210,N/A,regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,Hardtop,8262538,Janesville
C_CND_022458,12/6/2023,Romane,Male,1355000,Pars Auto Sales,Plymouth,Neon,9500,4,100,22,29,535,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,SUV,7344970,Greenville
C_CND_022459,12/6/2023,Nicolas,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Hyundai,Elantra,22000,4,138,27,37,1439,Hatchback,regular unleaded,Overhead Camshaft,Manual,Red,99301-3882,Sedan,7786764,Pasco
C_CND_022460,12/6/2023,Jeanne,Male,565000,Progressive Shippers Cooperative Association No,Acura,TL,29000,6,225,17,27,204,Luxury,premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,Hatchback,8336058,Janesville
C_CND_022461,12/6/2023,Thomas,Male,1130000,Rabun Used Car Sales,Nissan,Frontier,12000,4,115,26,36,2009,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hatchback,7455284,Scottsdale
C_CND_022462,12/6/2023,Nathan,Male,412700,Nebo Chevrolet,Nissan,Pathfinder,21700,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,06457-3834,Hardtop,7322264,Middletown
C_CND_022463,12/6/2023,Clement,Female,475000,Ryder Truck Rental and Leasing,Toyota,Sienna,27000,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Black,06457-3834,Passenger,6452991,Middletown
C_CND_022464,12/6/2023,Youssef,Male,950000,Saab-Belle Dodge,Plymouth,Prowler,16000,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,Hatchback,7786859,Aurora
C_CND_022465,12/6/2023,Axelle,Male,1830000,Chrysler Plymouth,Mitsubishi,Montero Sport,53000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hardtop,6279295,Janesville
C_CND_022466,12/6/2023,Paxence,Male,1340000,Star Enterprises Inc,Cadillac,Eldorado,37000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Red,99301-3882,Passenger,6768733,Pasco
C_CND_022467,12/6/2023,Alexandre,Male,13500,Suburban Ford,Mercedes-B,SLK,46000,4,130,18,26,617,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Passenger,8008521,Janesville
C_CND_022468,12/6/2023,Maxime,Male,400000,Tri-State Mack Inc,Jeep,Wrangler,23000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,85257-3102,Hatchback,7770724,Scottsdale
C_CND_022469,12/6/2023,Abderramine,Male,13500,U-Haul CO,Ford,Explorer,22000,6,135,16,22,5657,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Hatchback,8667257,Austin
C_CND_022470,12/6/2023,Hafsa,Male,1475000,Tri-State Mack Inc,Cadillac,Catera,28500,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,Hatchback,8023849,Scottsdale
C_CND_022471,12/6/2023,Hailey,Male,750000,U-Haul CO,Dodge,Ram Van,12000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,Hatchback,8694032,Austin
C_CND_022472,12/6/2023,Hana,Male,765000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,21000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hatchback,8874005,Middletown
C_CND_022473,12/6/2023,Hanna,Male,445000,C & M Motors Inc,Audi,A6,27000,6,172,16,22,3105,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,60504-7114,SUV,7002163,Aurora
C_CND_022474,12/6/2023,Hannah,Male,501000,Capitol KIA,Mitsubishi,3000GT,39000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Sedan,7964998,Greenville
C_CND_022475,12/6/2023,Inaaya,Male,13500,Chrysler of Tri-Cities,Honda,Accord,14000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Red,99301-3882,Sedan,7606831,Pasco
C_CND_022476,12/6/2023,Lynne,Male,2200000,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,16000,6,297,17,24,190,"Crossover,Luxury",premium unleaded (recommended),Overhead Camshaft,Manual,Pale White,06457-3834,Hardtop,7864786,Scottsdale
C_CND_022477,12/6/2023,Baptiste,Male,1750000,Classic Chevy,Dodge,Ram Pickup,39000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,Hardtop,6000873,Pasco
C_CND_022478,12/6/2023,Iris,Male,13500,Clay Johnson Auto Sales,Cadillac,Escalade,26000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,78758-7841,Sedan,8126587,Austin
C_CND_022479,12/6/2023,Isabel,Male,3015000,Diehl Motor CO Inc,Mercury,Sable,61500,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Red,06457-3834,Sedan,7008314,Middletown
C_CND_022480,12/6/2023,Isabella,Male,1500000,Enterprise Rent A Car,Lexus,LX470,54000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Pale White,60504-7114,SUV,6012853,Aurora
C_CND_022481,12/6/2023,Isabelle,Male,745000,Gartner Buick Hyundai Saab,Chevrolet,Cavalier,20000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,SUV,6655021,Greenville
C_CND_022482,12/6/2023,Lyam,Female,646000,Diehl Motor CO Inc,Volvo,S70,20000,4,114,19,26,870,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,06457-3834,Hardtop,6513153,Scottsdale
C_CND_022483,12/6/2023,Janice,Male,13500,Iceberg Rentals,Volkswagen,GTI,28000,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,SUV,6069592,Janesville
C_CND_022484,12/6/2023,Jannat,Male,216000,McKinney Dodge Chrysler Jeep,Mercury,Grand Marquis,19000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,SUV,7356933,Scottsdale
C_CND_022485,12/6/2023,Jasmine,Male,1070000,Motor Vehicle Branch Office,Oldsmobile,Intrigue,37000,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,SUV,7459321,Austin
C_CND_022486,12/6/2023,Jennifer,Male,375000,Nebo Chevrolet,Volkswagen,Passat,21000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,Hatchback,6695367,Middletown
C_CND_022487,12/6/2023,Banjamin,Male,1820000,Hatfield Volkswagen,Mitsubishi,Montero Sport,29000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,Overhead Camshaft,Manual,Red,99301-3882,Hardtop,6288932,Aurora
C_CND_022488,12/6/2023,Alice,Male,1632500,Ryder Truck Rental and Leasing,Subaru,Outback,49250,6,250,16,21,640,Crossover,premium unleaded (required),Overhead Camshaft,Manual,Red,06457-3834,SUV,6402154,Greenville
C_CND_022489,12/6/2023,Lea,Male,680000,Ryder Truck Rental and Leasing,Dodge,Caravan,24001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Red,06457-3834,Hardtop,8049420,Greenville
C_CND_022490,12/6/2023,Antoine,Male,13500,Scrivener Performance Engineering,Volvo,S80,25000,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Red,38701-8047,Sedan,7005617,Janesville
C_CND_022491,12/6/2023,Victor,Male,13500,Star Enterprises Inc,Oldsmobile,Intrigue,45000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,SUV,6510877,Scottsdale
C_CND_022492,12/6/2023,Nathan,Male,1620000,Suburban Ford,Volkswagen,GTI,25000,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,SUV,6675846,Austin
C_CND_022493,12/6/2023,Clemence,Male,13500,Tri-State Mack Inc,Chevrolet,Monte Carlo,17000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Red,85257-3102,Hatchback,8623387,Middletown
C_CND_022494,12/6/2023,Romain,Male,1650000,U-Haul CO,Mercedes-B,S-Class,21000,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,SUV,6304790,Aurora
C_CND_022495,12/6/2023,Lucas,Male,960000,Buddy Storbeck's Diesel Service Inc,Cadillac,Catera,28000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,06457-3834,Hatchback,8576159,Greenville
C_CND_022496,12/6/2023,Oceane,Male,590000,Suburban Ford,Dodge,Caravan,23001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Hardtop,6764443,Austin
C_CND_022497,12/6/2023,Antonin,Male,1190000,Capitol KIA,Mercury,Grand Marquis,49000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Black,38701-8047,SUV,8007165,Janesville
C_CND_022498,12/6/2023,Olivier,Male,1770000,Chrysler of Tri-Cities,BMW,528i,14000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),Overhead Camshaft,Manual,Pale White,99301-3882,SUV,6252707,Scottsdale
C_CND_022499,12/6/2023,Auriane,Male,1312000,Chrysler Plymouth,Volvo,S80,21200,4,114,19,26,870,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,Sedan,7880365,Austin
C_CND_022500,12/6/2023,Clara,Male,13500,Classic Chevy,BMW,323i,9000,6,300,19,28,3916,"Hatchback,Luxury",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Hatchback,8685230,Janesville
C_CND_022501,12/6/2023,Gabriel,Male,530000,Clay Johnson Auto Sales,Plymouth,Voyager,20000,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Red,78758-7841,Passenger,8511989,Scottsdale
C_CND_022502,12/6/2023,Souhail,Female,408000,Diehl Motor CO Inc,Volvo,V70,39000,4,114,19,26,870,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,Passenger,8122145,Austin
C_CND_022503,12/6/2023,Benoit,Female,570000,Enterprise Rent A Car,Chrysler,Sebring Coupe,19000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,60504-7114,Sedan,8002857,Middletown
C_CND_022504,12/6/2023,Naim,Male,840000,Saab-Belle Dodge,Subaru,Forester,17001,6,250,16,21,640,Crossover,premium unleaded (required),Overhead Camshaft,Manual,Red,60504-7114,Hardtop,6114797,Austin
C_CND_022505,12/6/2023,Pierre,Male,420000,Hatfield Volkswagen,Chrysler,LHS,21000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Pale White,99301-3882,Hatchback,7236674,Greenville
C_CND_022506,12/8/2023,Jeremie,Female,770000,Motor Vehicle Branch Office,Mercedes-B,C-Class,17001,4,130,18,26,617,Luxury,regular unleaded,Overhead Camshaft,Manual,Pale White,78758-7841,Hatchback,8497967,Austin
C_CND_022507,12/8/2023,Esther,Male,450000,Tri-State Mack Inc,Chevrolet,Malibu,14000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Hardtop,8127626,Austin
C_CND_022508,12/8/2023,Mattis,Male,670000,New Castle Ford Lincoln Mercury,Dodge,Viper,26001,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Black,60504-7114,SUV,7926961,Aurora
C_CND_022509,12/8/2023,Fatima,Male,1075000,Rabun Used Car Sales,Dodge,Ram Pickup,25500,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Red,85257-3102,Hardtop,7309569,Austin
C_CND_022510,12/8/2023,Nicolas,Male,720000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Corolla,41001,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,Passenger,7593753,Pasco
C_CND_022511,12/8/2023,Matthieu,Male,13500,Progressive Shippers Cooperative Association No,Honda,CR-V,12001,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,SUV,7332158,Janesville
C_CND_022512,12/8/2023,Romain,Female,462000,Rabun Used Car Sales,Toyota,Corolla,22001,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,85257-3102,Passenger,8099714,Scottsdale
C_CND_022513,12/8/2023,Sean,Male,1500000,Tri-State Mack Inc,Lexus,ES300,27001,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,85257-3102,Hardtop,6619281,Austin
C_CND_022514,12/8/2023,Aditya,Male,13500,Tri-State Mack Inc,Dodge,Ram Pickup,21000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Pale White,85257-3102,Hardtop,6833181,Austin
C_CND_022515,12/8/2023,Molodic,Male,1500000,Saab-Belle Dodge,Plymouth,Prowler,71001,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Red,60504-7114,Hatchback,6936053,Aurora
C_CND_022516,12/8/2023,Laura,Male,13500,Scrivener Performance Engineering,Saturn,LW,13001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Pale White,38701-8047,Hatchback,7160770,Greenville
C_CND_022517,12/8/2023,Camille,Male,1300000,Star Enterprises Inc,Volkswagen,GTI,25001,4,170,24,32,873,N/A,regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,SUV,6043844,Pasco
C_CND_022518,12/8/2023,Amaelle,Male,13500,Suburban Ford,Plymouth,Neon,22001,4,100,22,29,535,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,53546-9427,SUV,6355413,Janesville
C_CND_022519,12/8/2023,Leonie,Male,1699000,Tri-State Mack Inc,Jeep,Wrangler,19901,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,Hatchback,7225590,Scottsdale
C_CND_022520,12/8/2023,Enzo,Female,1155000,U-Haul CO,Plymouth,Neon,27501,4,100,22,29,535,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,78758-7841,SUV,6338522,Austin
C_CND_022521,12/8/2023,Raphael,Male,545000,Chrysler Plymouth,Volkswagen,GTI,25000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,SUV,6411914,Janesville
C_CND_022522,12/8/2023,Rayan,Male,13500,Classic Chevy,Pontiac,Grand Prix,69000,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,Passenger,7086415,Scottsdale
C_CND_022523,12/8/2023,Raymond,Male,691000,Clay Johnson Auto Sales,Nissan,Frontier,53000,4,115,26,36,2009,N/A,regular unleaded,Overhead Camshaft,Manual,Black,78758-7841,Hatchback,7812867,Austin
C_CND_022524,12/8/2023,Reid,Female,550000,Diehl Motor CO Inc,Chevrolet,Impala,22000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Red,06457-3834,Hatchback,8158839,Middletown
C_CND_022525,12/8/2023,Rhys,Male,991000,Enterprise Rent A Car,Saturn,LW,18001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Pale White,60504-7114,Hatchback,8949810,Aurora
C_CND_022526,12/8/2023,Richard,Male,913000,Gartner Buick Hyundai Saab,Oldsmobile,Silhouette,14001,4,150,20,30,26,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Sedan,8522939,Greenville
C_CND_022527,12/8/2023,Riley,Male,850000,Hatfield Volkswagen,Saab,3-Sep,69000,4,227,17,24,376,"Luxury,Performance",premium unleaded (required),DoubleÂ Overhead Camshaft,Auto,Red,99301-3882,Sedan,7962638,Pasco
C_CND_022528,12/8/2023,Robert,Male,705000,Iceberg Rentals,Volvo,S40,17000,4,114,19,26,870,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,53546-9427,Sedan,6225263,Janesville
C_CND_022529,12/8/2023,Rocco,Male,709000,McKinney Dodge Chrysler Jeep,Volkswagen,Passat,13000,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,85257-3102,Hatchback,7386357,Scottsdale
C_CND_022530,12/8/2023,Roman,Male,13500,Motor Vehicle Branch Office,Dodge,Viper,23000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,78758-7841,SUV,7644545,Austin
C_CND_022531,12/8/2023,Ronan,Male,900000,Nebo Chevrolet,Jeep,Wrangler,13000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Red,06457-3834,Hatchback,8527772,Middletown
C_CND_022532,12/8/2023,Laura,Male,13500,Star Enterprises Inc,Audi,A4,27000,6,172,16,22,3105,Luxury,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,Hardtop,7147118,Austin
C_CND_022533,12/8/2023,Rowan,Male,770000,Pars Auto Sales,Oldsmobile,Silhouette,60000,4,150,20,30,26,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,38701-8047,Sedan,6772479,Greenville
C_CND_022534,12/8/2023,Ryan,Male,495000,Pitre Buick-Pontiac-Gmc of Scottsdale,Saturn,SL,11000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,DoubleÂ Overhead Camshaft,Auto,Black,99301-3882,SUV,8283002,Pasco
C_CND_022535,12/8/2023,Ryder,Male,1575000,Progressive Shippers Cooperative Association No,Pontiac,Grand Am,31500,6,140,17,27,210,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,SUV,7424049,Janesville
C_CND_022536,12/8/2023,Julie,Male,13500,Progressive Shippers Cooperative Association No,Honda,Accord,43000,6,271,17,25,2202,"Crossover,Hatchback",regular unleaded,Overhead Camshaft,Manual,Black,53546-9427,Sedan,8942571,Janesville
C_CND_022537,12/8/2023,Corentin,Male,1287500,Rabun Used Car Sales,Volkswagen,Passat,21750,4,170,24,32,873,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,85257-3102,Hatchback,6286524,Scottsdale
C_CND_022538,12/8/2023,Evrand,Male,1312000,Star Enterprises Inc,Cadillac,Seville,22200,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,Hardtop,8158970,Pasco
C_CND_022539,12/8/2023,Corentin,Male,13500,Ryder Truck Rental and Leasing,Mitsubishi,Diamante,17000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,Hatchback,8057899,Middletown
C_CND_022540,12/8/2023,Titaine,Male,3000000,Suburban Ford,Dodge,Caravan,19000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,Hardtop,8562678,Janesville
C_CND_022541,12/8/2023,Elliot,Male,1400000,Motor Vehicle Branch Office,Dodge,Ram Pickup,19000,6,283,19,29,1851,"Flex Fuel,Performance",flex-fuel (unleaded/E85),Overhead Camshaft,Manual,Black,78758-7841,Hardtop,7591379,Austin
C_CND_022542,12/8/2023,Blandine,Male,1360000,Star Enterprises Inc,Toyota,Camry,34000,6,270,17,23,2031,N/A,regular unleaded,Overhead Camshaft,Manual,Black,99301-3882,Hatchback,8449703,Pasco
C_CND_022543,12/8/2023,Laura,Male,13500,Suburban Ford,Mitsubishi,3000GT,19000,6,218,17,23,436,"Hatchback,Performance",regular unleaded,DoubleÂ Overhead Camshaft,Auto,Red,53546-9427,Sedan,8857389,Janesville
C_CND_022544,12/8/2023,Jean,Male,1300000,Tri-State Mack Inc,Cadillac,Eldorado,29000,8,200,14,20,1624,"Luxury,Performance",regular unleaded,Overhead Camshaft,Manual,Black,85257-3102,Passenger,8707534,Scottsdale
C_CND_022545,12/8/2023,Charles,Male,2000000,U-Haul CO,Jeep,Grand Cherokee,21000,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Overhead Camshaft,Manual,Red,78758-7841,SUV,6443106,Austin
C_CND_022546,12/8/2023,Maeline,Male,1550000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,26000,4,184,23,36,1013,Flex Fuel,flex-fuel (unleaded/E85),DoubleÂ Overhead Camshaft,Auto,Black,06457-3834,SUV,8768220,Middletown
C_CND_022547,12/8/2023,Antoine,Male,764000,Race Car Help,Lexus,ES300,34000,4,134,43,40,454,"Hatchback,Luxury,Hybrid",regular unleaded,Overhead Camshaft,Manual,Black,78758-7841,Hardtop,8685223,Austin
C_CND_022548,12/8/2023,Auguste,Male,2800000,Capitol KIA,Ford,F-Series,14000,6,135,16,22,5657,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,38701-8047,Passenger,8580418,Greenville
C_CND_022549,12/8/2023,Jules,Male,330000,Chrysler of Tri-Cities,Chevrolet,Cavalier,20000,6,190,15,21,1385,N/A,regular unleaded,Overhead Camshaft,Manual,Pale White,99301-3882,SUV,8894289,Pasco
C_CND_022550,12/8/2023,Marie,Male,1250000,Chrysler Plymouth,Nissan,Frontier,26000,4,115,26,36,2009,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,53546-9427,Hatchback,8567442,Janesville
C_CND_022551,12/8/2023,Jessica,Male,544000,Pars Auto Sales,Toyota,Avalon,18000,6,270,17,23,2031,N/A,regular unleaded,DoubleÂ Overhead Camshaft,Auto,Pale White,38701-8047,Sedan,7079296,Greenville
